case_reference,date_info_supplied,subject,type_
FOI 13425,30/09/2019,Staff and MFDs,FOI
FOI 13419,30/09/2019,Business rates,FOI
FOI 13421,30/09/2019,Sunbed regulation,FOI
FOI 13422,30/09/2019,Business rates,FOI
FOI 13513,30/09/2019,Relief duty,FOI
FOI 13504,27/09/2019,Housing,FOI
FOI 13380,27/09/2019,Foster care allowances,FOI
FOI 13315,27/09/2019,Allergens,FOI
FOI 12920,27/09/2019,LOBO loan details,FOI
FOI 13298,26/09/2019,Education,FOI
FOI 13372,25/09/2019,Council housing stock,FOI
FOI 13420,25/09/2019,Social workers,FOI
FOI 13432,25/09/2019,Revenues and Benefits,FOI
FOI 13411,24/09/2019,Children in care,FOI
FOI 13412,24/09/2019,Abuse against councillors,FOI
EIR 13413,24/09/2019,Traffic Regulation Order,EIR
FOI 13414,24/09/2019,Schools,FOI
EIR 13082,24/09/2019,CCTV,EIR
FOI 13126,23/09/2019,Payment cards,FOI
EIR 13406,23/09/2019,Tree felling and planting,EIR
FOI 13407,23/09/2019,Staff,FOI
FOI 13408,23/09/2019,Food Hygiene Inspection - the Palfrey,FOI
FOI 13409,23/09/2019,Taxi licensing,FOI
EIR 13410,23/09/2019,Housing developments,EIR
FOI 13394,23/09/2019,Crime and disorder,FOI
FOI 13400,23/09/2019,Office 365,FOI
EIR 13402,23/09/2019,Planning,EIR
FOI 13403,23/09/2019,Public health,FOI
FOI 13404,23/09/2019,Fleet,FOI
FOI 13496,23/09/2019,Temporary accomodation,FOI
FOI 13492,23/09/2019,Homelessness,FOI
FOI 13398,20/09/2019,Software Supplier Contracts,FOI
EIR 13397,19/09/2019,Retrospective Planning Applications,EIR
EIR 13392,19/09/2019,Tree Preservation Order,EIR
EIR 13393,19/09/2019,Low Carbon Transport Technology Centre Pilot Project,EIR
FOI 13386,18/09/2019,Food hygiene reports,FOI
FOI 13391,18/09/2019,Drug and alcohol services,FOI
FOI 13389,18/09/2019,Conservation Officers,FOI
FOI 13482,18/09/2019,People with a dementia diagnosis,FOI
FOI 13112,18/09/2019,Software,FOI
FOI 13204,18/09/2019,Cyber Attacks,FOI
EIR 13383,18/09/2019,Blue badge applications.,EIR
EIR 13384,18/09/2019,Council Funded Construction.,EIR
FOI 13310,18/09/2019,Cyber security,FOI
FOI 13317,18/09/2019,Landlord payments and housing caseload,FOI
FOI 13277,18/09/2019,Delivering Differently,FOI
FOI 13248,17/09/2019,Food Business,FOI
FOI 13379,17/09/2019,Commissioning,FOI
FOI 13470,17/09/2019,Structure chart,FOI
FOI 13471,17/09/2019,Structure chart,FOI
FOI 13472,17/09/2019,Public Health Act funerals,FOI
FOI 13390,16/09/2019,Private Finance Initiatives,FOI
FOI 13381,16/09/2019,IT,FOI
EIR 13447,16/09/2019,Planning Application,EIR
FOI 13377,16/09/2019,Business rates,FOI
FOI 13385,16/09/2019,Adult Social Care & Brexit,FOI
FOI 13373,13/09/2019,Young Offenders procedures.,FOI
FOI 13466,13/09/2019,Empty Residential Properties List,FOI
EIR 13374,12/09/2019,Retention - adopted highways,EIR
FOI 13371,12/09/2019,Public health funerals,FOI
EIR 13369,12/09/2019,Community asset transfer,EIR
FOI 13364,12/09/2019,Business rates,FOI
FOI 13344,12/09/2019,Non-disclosure agreements,FOI
FOI 13329,11/09/2019,Guidance,FOI
FOI 13366,11/09/2019,Selective licensing schemes,FOI
FOI 13357,11/09/2019,Temporary accommodation and social housing,FOI
FOI 13375,11/09/2019,Non stun meat,FOI
FOI 13360,10/09/2019,Deferred payment agreement schemes,FOI
FOI 13354,10/09/2019,Drugs and alcohol,FOI
FOI 13355,10/09/2019,Schools,FOI
EIR 13356,10/09/2019,Friar Gate Bridge,EIR
FOI 13339,10/09/2019,Tobacco Advertising and Promotion Regulations,FOI
EIR 13458,10/09/2019,Future Climate Change Information,EIR
EIR 13451,09/09/2019,Planning Applications,EIR
FOI 13337,09/09/2019,Unregistered care provision,FOI
EIR 13345,09/09/2019,HGV Fleet and Waste Collection Services,EIR
FOI 13351,09/09/2019,Licenses to sell animals as pets,FOI
EIR 13352,09/09/2019,Road safety,EIR
FOI 13341,06/09/2019,School uniform grants,FOI
FOI 13349,06/09/2019,Taxi journeys,FOI
FOI 13327,06/09/2019,Care fees,FOI
EIR 13262,06/09/2019,Clothes recycling,EIR
EIR 13064,06/09/2019,Parking - PCNs,EIR
FOI 13346,05/09/2019,Children's services structure chart.,FOI
EIR 13347,05/09/2019,"Travellers Rest, 185 - 187 Ashbourne Road, Derby, DE22 3AJ",EIR
FOI 13338,05/09/2019,Business rates,FOI
EIR 13340,05/09/2019,Planning Committees,EIR
FOI 13350,05/09/2019,Naloxone kits,FOI
FOI 13342,05/09/2019,Children and young people,FOI
FOI 13358,05/09/2019,Business rates,FOI
FOI 13353,04/09/2019,No deal Brexit,FOI
FOI 13332,04/09/2019,Number of complaints or reports about sexual activity between an adult and children aged 16 or 17 in their care,FOI
FOI 13333,04/09/2019,Tigers,FOI
FOI 13334,04/09/2019,Fleet,FOI
EIR 13335,04/09/2019,House building,EIR
FOI 13336,04/09/2019,Primate licensing,FOI
FOI 13319,04/09/2019,Business rates,FOI
FOI 13439,04/09/2019,Accommodation,FOI
FOI 13430,03/09/2019,"Emergency housing, temporary housing and refuge",FOI
FOI 13426,03/09/2019,Public Health Act funerals,FOI
FOI 13423,03/09/2019,Homelessness,FOI
FOI 13328,03/09/2019,Coleridge House,FOI
FOI 13211,03/09/2019,Hate crimes and abuse,FOI
EIR 13180,02/09/2019,Burial plots,EIR
FOI 13325,02/09/2019,Customer feedback policy,FOI
EIR 13316,02/09/2019,Waste,EIR
FOI 13313,02/09/2019,Affordable housing,FOI
FOI 13314,02/09/2019,EHCP assessments,FOI
FOI 13322,02/09/2019,Senior Information Risk Officer and Data Protection Officer,FOI
FOI 13331,02/09/2019,Complaints - Adult Social Care,FOI
EIR 13296,02/09/2019,Street lighting,EIR
FOI 13416,02/09/2019,Refuge space,FOI
FOI 13415,30/08/2019,Domestic abuse victims applying for emergency housing,FOI
FOI 13311,30/08/2019,Contact centres,FOI
FOI 13307,29/08/2019,Business rates,FOI
FOI 13308,29/08/2019,Supply staff spend in schools,FOI
FOI 13301,29/08/2019,Licensing log,FOI
FOI 13302,29/08/2019,Dogs,FOI
FOI 13303,29/08/2019,WiFi,FOI
FOI 13304,29/08/2019,Business rates,FOI
EIR 13297,28/08/2019,Statement of Community Involvement,EIR
FOI 13294,28/08/2019,Looked after Children,FOI
EIR 13292,28/08/2019,Recycling,EIR
EIR 13279,28/08/2019,Flytipping,EIR
FOI 13181,28/08/2019,Department for Educations ‘Children Not in School’ consultation,FOI
FOI 13405,27/08/2019,Cyber attacks - past FOI responses,FOI
FOI 13399,23/08/2019,Business Rates Credit Balances,FOI
FOI 13278,23/08/2019,Spend on products,FOI
FOI 13288,23/08/2019,Press officers,FOI
EIR 13276,22/08/2019,Contract for the provision of burial/cremation,EIR
EIR 13300,22/08/2019,Tree Preservation Orders,EIR
EIR 13280,22/08/2019,Varsity Grange,EIR
FOI 13283,22/08/2019,Adult social care contact details,FOI
EIR 13285,22/08/2019,Planning applications,EIR
EIR 13286,22/08/2019,Planning objections,EIR
FOI 13272,22/08/2019,Looked after children,FOI
EIR 13273,22/08/2019,Demolition orders,EIR
FOI 13274,22/08/2019,Independent care providers,FOI
FOI 13196,22/08/2019,Prompt Invoice Payment,FOI
EIR 13271,21/08/2019,Compulsory Purchase Orders,EIR
FOI 13282,21/08/2019,School Uniform Grants,FOI
FOI 13266,21/08/2019,Number of and cost of assessments completed by external agencies and independent Social Workers,FOI
EIR 13258,20/08/2019,Fines,EIR
FOI 13259,20/08/2019,Private rented homes,FOI
FOI 13260,20/08/2019,Business rates,FOI
FOI 13284,20/08/2019,Deferred payments,FOI
FOI 13378,20/08/2019,Business rates,FOI
FOI 12928,20/08/2019,Counter Fraud Work,FOI
FOI 13031,20/08/2019,Semi independent living,FOI
EIR 13270,19/08/2019,Contact details - carbon emissions and household running costs,EIR
EIR 13250,19/08/2019,Work permits and excavation - East Street,EIR
FOI 13251,19/08/2019,Cases of children,FOI
FOI 13253,19/08/2019,Suppliers,FOI
FOI 13254,19/08/2019,Business Rates,FOI
EIR 13256,19/08/2019,Children's play area,EIR
EIR 13257,16/08/2019,Public Space Protection Orders,EIR
FOI 13244,16/08/2019,Child protection investigations,FOI
FOI 13376,16/08/2019,Brexit,FOI
FOI 13200,16/08/2019,"Debt, housing and welfare benefits",FOI
FOI 13109,16/08/2019,Electronic Document & Record Management System (EDRMS),FOI
EIR 13133,16/08/2019,Compulsory Purchase Orders,EIR
EIR 13172,15/08/2019,Raynesway HWRC,EIR
FOI 13368,15/08/2019,Public health funerals,FOI
EIR 13239,15/08/2019,Roadwork overruns,EIR
EIR 13238,14/08/2019,Outstanding Statutory Notices,EIR
FOI 13241,14/08/2019,Direct Debit Discount,FOI
FOI 13245,14/08/2019,Mobile phone contract,FOI
FOI 13246,14/08/2019,Tenders,FOI
EIR 13247,14/08/2019,Graveyard maintenance,EIR
FOI 13243,14/08/2019,School Census Data - First Language,FOI
FOI 13252,14/08/2019,Adult social care,FOI
FOI 13235,13/08/2019,Food Safety Inspection Report,FOI
EIR 13217,13/08/2019,Street light cameras & 5G,EIR
FOI 13218,12/08/2019,Public health funerals,FOI
FOI 13219,12/08/2019,Council Tax,FOI
EIR 13221,12/08/2019,Repairs and Maintenance,EIR
FOI 13223,12/08/2019,Child abuse and neglect,FOI
EIR 13224,12/08/2019,Highway Maintenance,EIR
FOI 13225,12/08/2019,Youth Offending Team,FOI
FOI 13150,12/08/2019,Residential Care Homes,FOI
FOI 13148,12/08/2019,Business rates,FOI
FOI 13141,12/08/2019,Commissioning,FOI
FOI 13236,12/08/2019,Visitor Management Records,FOI
FOI 13237,12/08/2019,Food Safety,FOI
FOI 13233,12/08/2019,Taxi and Private Hire Drivers,FOI
EIR 13234,12/08/2019,Urban Traffic Management & Control,EIR
FOI 13228,12/08/2019,Business Rates,FOI
EIR 13249,12/08/2019,"Gritter drivers, rates of pay",EIR
FOI 13025,12/08/2019,Social workers,FOI
FOI 13104,09/08/2019,School Cluster Groups and Federations with in Local Authority,FOI
FOI 13066,08/08/2019,Children in police cells,FOI
FOI 13185,08/08/2019,Subject Access Requests,FOI
FOI 13213,08/08/2019,Ill health retirement,FOI
EIR 13214,08/08/2019,Climate Change,EIR
FOI 13215,08/08/2019,Student accomodation,FOI
FOI 13205,08/08/2019,Business Rates.,FOI
FOI 13206,08/08/2019,Business rates,FOI
FOI 13207,08/08/2019,Homecare services,FOI
EIR 13208,08/08/2019,Highways infrastructure,EIR
FOI 13209,08/08/2019,Parents banned from schools,FOI
FOI 13227,08/08/2019,Children Social Care Policies & Procedures,FOI
FOI 13012,08/08/2019,Adult social care appeals,FOI
FOI 13017,08/08/2019,Elderly care,FOI
FOI 12989,08/08/2019,Number of Home Visits to Older People,FOI
FOI 12955,08/08/2019,Brexit Party,FOI
FOI 12835,08/08/2019,Highway and Transportation team employees and contractors.,FOI
FOI 13201,07/08/2019,Consultancy services,FOI
FOI 13202,07/08/2019,Business Rates,FOI
FOI 13203,07/08/2019,EP Elections,FOI
FOI 13072,07/08/2019,Advertising spend,FOI
FOI 13197,06/08/2019,Business Rates,FOI
EIR 13198,06/08/2019,Business Miles,EIR
FOI 13189,06/08/2019,Food hygiene reports - May 2019,FOI
EIR 13192,06/08/2019,Section 106,EIR
FOI 13194,06/08/2019,Littleover Community School waiting list,FOI
EIR 13195,06/08/2019,The Environment,EIR
FOI 13182,06/08/2019,Digital platform,FOI
FOI 13183,06/08/2019,Business rates,FOI
FOI 13184,06/08/2019,Council tax,FOI
FOI 13330,06/08/2019,Leacroft Road,FOI
FOI 13321,05/08/2019,Council tax credit balances,FOI
FOI 13318,05/08/2019,Subletting properties,FOI
EIR 13186,05/08/2019,Stopping up order,EIR
EIR 13179,05/08/2019,Car park revenue,EIR
FOI 13177,05/08/2019,Business rates,FOI
FOI 13165,05/08/2019,"Homelessness, housing and housing benefits",FOI
FOI 13191,05/08/2019,Social housing,FOI
FOI 13193,05/08/2019,Business rates,FOI
FOI 13174,02/08/2019,Elections,FOI
FOI 13176,02/08/2019,Business rates,FOI
FOI 13188,02/08/2019,School exclusions.,FOI
FOI 13309,02/08/2019,Domestic abuse - emergency housing,FOI
EIR 13312,02/08/2019,"Outstanding statutory notices - 12, Little Meadow Road",EIR
FOI 13240,01/08/2019,LGBT Funding,FOI
FOI 13306,01/08/2019,Schools and allergies,FOI
FOI 13170,01/08/2019,Responses to complaints,FOI
EIR 13171,01/08/2019,Street lighting,EIR
FOI 13166,01/08/2019,Looked after children,FOI
FOI 13167,01/08/2019,EHCP,FOI
FOI 13168,01/08/2019,Taxi licensing,FOI
FOI 13199,01/08/2019,Supported Internships,FOI
EIR 13216,01/08/2019,Recycling,EIR
EIR 13159,31/07/2019,14 Chapel Lane and Sinfin Lane - Outstanding statutory notices,EIR
FOI 13162,31/07/2019,EHCP assessments and SEND Finances,FOI
EIR 13163,31/07/2019,Plastic recycling,EIR
EIR 13164,31/07/2019,Legal costs,EIR
FOI 13290,31/07/2019,Council property tenants,FOI
FOI 13293,31/07/2019,"""Never ever"" events",FOI
FOI 13287,30/07/2019,Section 6A school specifications/competitions,FOI
EIR 13265,30/07/2019,Clothes recycling banks.,EIR
FOI 13161,30/07/2019,Cabinet Members,FOI
FOI 13156,30/07/2019,Taxis,FOI
FOI 13157,30/07/2019,Business Rates,FOI
EIR 13060,30/07/2019,Waste,EIR
EIR 13061,29/07/2019,Car park revenue,EIR
FOI 13158,29/07/2019,Animal Welfare,FOI
FOI 13154,29/07/2019,UNISON Local Authority Pay Spine FOI 2019,FOI
FOI 13222,29/07/2019,Care,FOI
FOI 13149,29/07/2019,ICT Stratergy documents for Derby City council from 2016 to present day.,FOI
EIR 13275,29/07/2019,Highways projects,EIR
FOI 13268,26/07/2019,School pupils' first languages,FOI
EIR 13139,26/07/2019,Disabled parking,EIR
EIR 13155,26/07/2019,Regulation of Public Spaces,EIR
EIR 13160,26/07/2019,14 Whistlestop Close/ Outstanding Statutory Notices,EIR
FOI 13144,25/07/2019,Domestic homicides,FOI
FOI 13169,25/07/2019,NEET tracking case management information system,FOI
EIR 13142,25/07/2019,Allotments,EIR
FOI 13146,25/07/2019,Admission area data,FOI
FOI 12831,25/07/2019,RAM energy.,FOI
FOI 13132,23/07/2019,Contraceptive services,FOI
FOI 13134,23/07/2019,Children who are voluntarily accommodated under section 20 of the Children Act 1989.,FOI
FOI 13135,23/07/2019,Jobs,FOI
FOI 13137,23/07/2019,Waste,FOI
FOI 13128,23/07/2019,Day care centres for older people,FOI
FOI 13121,23/07/2019,Housing inspection,FOI
FOI 13122,22/07/2019,Youth services,FOI
FOI 13123,22/07/2019,"Three Chefs, Burton Road - Hygiene report",FOI
FOI 13125,22/07/2019,Business Rates,FOI
EIR 13131,22/07/2019,Waste Disposal,EIR
FOI 12879,22/07/2019,Council Tax arrears and Bailiff use,FOI
FOI 13117,19/07/2019,Insurance claims,FOI
FOI 13103,19/07/2019,Staff pay,FOI
FOI 13071,19/07/2019,Business rates,FOI
FOI 13105,18/07/2019,Business rates,FOI
FOI 13108,18/07/2019,Adoption,FOI
EIR 13118,18/07/2019,Waste,EIR
EIR 13119,18/07/2019,Planning enforcement,EIR
FOI 13114,18/07/2019,Business rates,FOI
FOI 13115,18/07/2019,Vision screening,FOI
FOI 13116,18/07/2019,Drug and alcohol services,FOI
FOI 13110,18/07/2019,"Filthy and Verminous Properties- Section 83, Public Health Act 1936",FOI
FOI 13231,18/07/2019,Rough Sleeping,FOI
FOI 13232,18/07/2019,Homeless Reconnections,FOI
FOI 13107,17/07/2019,Local Authority Alternative Delivery Models,FOI
FOI 13069,17/07/2019,Business rates,FOI
FOI 12981,17/07/2019,• Commercial Properties currently owned by the council.( (Data Quality as of Q1 2019)• Complete Non-Residential / Business Property Rates Data (Data Quality as of Q1 2019),FOI
EIR 13003,16/07/2019,Sinfin incinerator,EIR
FOI 13065,16/07/2019,Local Studies Library,FOI
FOI 13106,16/07/2019,Accomodation of S20 Children,FOI
FOI 13102,16/07/2019,Contracts register,FOI
FOI 13099,16/07/2019,Health and safety officer/manager,FOI
FOI 13220,16/07/2019,No known next of kin,FOI
FOI 13100,15/07/2019,Artwork owned by the Council,FOI
FOI 13101,15/07/2019,High needs block education funding,FOI
FOI 13094,15/07/2019,Social worker policy,FOI
EIR 13097,15/07/2019,Ascot Drive,EIR
FOI 13098,15/07/2019,Young carers,FOI
FOI 13085,12/07/2019,Libraries,FOI
FOI 13021,12/07/2019,Contracts,FOI
FOI 13086,11/07/2019,Food hygiene reports - April 2019,FOI
FOI 13088,11/07/2019,School roll,FOI
FOI 13091,11/07/2019,Children accused of witchcraft and being possessed by evil spirits,FOI
FOI 13111,11/07/2019,Council tax,FOI
EIR 13067,09/07/2019,Planning applications,EIR
EIR 13073,09/07/2019,Article 4 boundaries,EIR
FOI 13075,09/07/2019,Business rates,FOI
FOI 13077,09/07/2019,Business Rates,FOI
FOI 13078,09/07/2019,No recourse to public funds,FOI
FOI 13079,09/07/2019,Business rates,FOI
EIR 13080,09/07/2019,Weed killer,EIR
FOI 13190,09/07/2019,Food hygiene reports - May 2019,FOI
FOI 13056,09/07/2019,Care homes employment checks.,FOI
FOI 13059,08/07/2019,Public toilets.,FOI
FOI 12947,08/07/2019,Libraries,FOI
EIR 12875,08/07/2019,Sunnydale Park,EIR
FOI 12788,08/07/2019,Elderly Care,FOI
FOI 13068,08/07/2019,Disabled Facilities Grants.,FOI
FOI 13087,05/07/2019,Managers,FOI
FOI 13151,05/07/2019,Organisational structure,FOI
FOI 12751,05/07/2019,Care Packages.,FOI
EIR 12858,05/07/2019,Pest control,EIR
FOI 12935,05/07/2019,Communciations,FOI
FOI 13057,05/07/2019,Recommended autism approaches,FOI
EIR 13062,05/07/2019,Weedkiller,EIR
FOI 13063,05/07/2019,Zoos,FOI
FOI 13048,05/07/2019,Public health funerals,FOI
FOI 13042,05/07/2019,"Number of forced adoptions by year (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018) in your county.",FOI
FOI 13044,05/07/2019,Bus services,FOI
FOI 13007,05/07/2019,Independent sector care homes,FOI
FOI 13058,04/07/2019,Organisation’s approach to social care Direct Payments .,FOI
FOI 12849,04/07/2019,Derby HGV Restrictions,FOI
FOI 12886,04/07/2019,Social care payments and arrears.,FOI
FOI 12869,04/07/2019,Supply/cover teachers,FOI
FOI 12696,04/07/2019,Refunded Penalty Charge Notices and Related Charges.,FOI
FOI 12742,04/07/2019,Budget Proposals.,FOI
FOI 12596,04/07/2019,Business rates,FOI
FOI 12608,04/07/2019,Live in care packages,FOI
FOI 12656,04/07/2019,Extension of Mandatory Licensing.,FOI
FOI 12659,04/07/2019,FOI Requests,FOI
FOI 12763,03/07/2019,Correspondence between DCC and Amber Valley Borough Council (AVBC) regarding the decision to transfer part of DCC's new housing targets to AVBC.,FOI
FOI 13049,03/07/2019,Public health service,FOI
EIR 13050,03/07/2019,Herbicide,EIR
FOI 13051,03/07/2019,Libraries,FOI
FOI 13052,03/07/2019,Council tax,FOI
EIR 13053,03/07/2019,Fly tipping,EIR
FOI 13054,03/07/2019,Digital and web team,FOI
FOI 13055,03/07/2019,Judicial reviews of planning permission from 2016-2018.,FOI
FOI 13033,03/07/2019,Void properties,FOI
FOI 13045,02/07/2019,Children in care,FOI
FOI 13043,02/07/2019,Business rates,FOI
FOI 13038,02/07/2019,Procurement system,FOI
FOI 13039,02/07/2019,Business rates,FOI
FOI 13041,01/07/2019,Students,FOI
EIR 13046,01/07/2019,Drones,EIR
FOI 13034,01/07/2019,EHCP Plans.,FOI
FOI 13035,01/07/2019,Cost of out-of-authority SEN transport,FOI
FOI 13036,01/07/2019,Software/enterprise applications,FOI
FOI 13032,01/07/2019,Changes to school days,FOI
FOI 13028,01/07/2019,Policy documents relating to Adult Social Care.,FOI
FOI 13029,01/07/2019,Use of agency social workers.,FOI
FOI 13015,01/07/2019,Bereavement services,FOI
FOI 12902,01/07/2019,Children's social care,FOI
FOI 13143,01/07/2019,No known next of kin,FOI
FOI 13138,28/06/2019,Evictions from council housing,FOI
FOI 13027,28/06/2019,Online tutoring,FOI
EIR 12436,28/06/2019,Traveller incursions and fly tipping in Derbyshire,EIR
FOI 13016,27/06/2019,Staff,FOI
FOI 13018,27/06/2019,Stress,FOI
FOI 13022,27/06/2019,Direct housing provision,FOI
FOI 13023,27/06/2019,Business rates,FOI
EIR 13024,27/06/2019,Housing land supply position and local plan status,EIR
FOI 13026,27/06/2019,Disabled Facilities Grants,FOI
FOI 13020,27/06/2019,Highways asset management,FOI
EIR 13127,27/06/2019,Highways Funding,EIR
FOI 13124,26/06/2019,Temporary accomodation,FOI
FOI 13011,26/06/2019,EHCPs,FOI
FOI 13008,26/06/2019,European Election 2019,FOI
FOI 12999,26/06/2019,Traffic Accidents  / Charges,FOI
FOI 12943,26/06/2019,Occupational Therapy,FOI
FOI 13009,25/06/2019,Looked after children,FOI
FOI 13004,25/06/2019,Business rates,FOI
EIR 13014,25/06/2019,Noise complaints,EIR
FOI 13120,25/06/2019,HMO register,FOI
FOI 13006,24/06/2019,Alternate provision providers,FOI
FOI 13013,24/06/2019,Deaf children,FOI
FOI 13000,24/06/2019,Domiciliary care,FOI
FOI 13002,24/06/2019,Council redundancies,FOI
FOI 12882,24/06/2019,Bailiff Collection Rates,FOI
FOI 12846,21/06/2019,Legal spending.,FOI
EIR 12848,21/06/2019,Buildings with fire retardant cladding and balconies.,EIR
FOI 12781,21/06/2019,Number of  open care homes.,FOI
FOI 12993,21/06/2019,Armed forces recruitment and promotional activities in public spaces,FOI
FOI 12962,21/06/2019,Local Authority Funding for Older People's Services,FOI
FOI 12984,21/06/2019,Unsuccessful applications to rename streets,FOI
FOI 12968,21/06/2019,Live In Care Package,FOI
EIR 12956,20/06/2019,Textile recycling,EIR
FOI 12994,20/06/2019,Tender for Provision of Fire Risk Assessments,FOI
FOI 13030,20/06/2019,5G Strategy,FOI
FOI 13092,20/06/2019,People living in tents,FOI
FOI 12996,19/06/2019,the provision of Carers Grants and assessments,FOI
EIR 12997,19/06/2019,Castleward Urban Village project,EIR
FOI 12990,19/06/2019,Spending on Drug and Alcohol Treatment,FOI
FOI 12991,19/06/2019,Static and dynamic parking data,FOI
FOI 12974,19/06/2019,Long Term Empty Properties.,FOI
FOI 12975,19/06/2019,Business Rates - 30 John Street.,FOI
FOI 12986,19/06/2019,Children in Care,FOI
FOI 12985,18/06/2019,School admissions and oversubscription 2019,FOI
FOI 12982,18/06/2019,Business Rates,FOI
EIR 12983,18/06/2019,Planning Permission Rejections,EIR
FOI 12980,18/06/2019,Business Rates,FOI
FOI 12988,18/06/2019,Publication Scheme,FOI
FOI 12976,17/06/2019,Business Rates - 32 John Street,FOI
FOI 12977,17/06/2019,Business Rates - 36 John Street.,FOI
FOI 12978,17/06/2019,Business Rates,FOI
FOI 13090,17/06/2019,No known next of kin,FOI
FOI 12979,13/06/2019,Council tax empty homes,FOI
FOI 12969,13/06/2019,Housing Management Software,FOI
FOI 12967,13/06/2019,Finance Systems,FOI
EIR 12963,13/06/2019,Dog Fouling,EIR
FOI 12965,13/06/2019,Food Hygiene Inspections,FOI
FOI 12959,13/06/2019,List of premises and their ratings for March 2019.,FOI
FOI 12966,11/06/2019,Purchased Properties/Homelessness,FOI
EIR 12964,11/06/2019,Display Energy Certificates (DECs),EIR
FOI 12945,11/06/2019,Supply Staff Spend Jan 19 - Apr 19,FOI
EIR 12890,11/06/2019,Public sector projects,EIR
FOI 13070,11/06/2019,Public health funerals,FOI
FOI 12946,10/06/2019,"Budget Allocations, Council Tax and Business Rates 2017/18 Revenue and Spending",FOI
FOI 12960,10/06/2019,Evictions and Universal Credit.,FOI
FOI 12961,10/06/2019,Council Pension Scheme,FOI
FOI 12957,10/06/2019,Pension Scheme Value from Capital Funds,FOI
FOI 12958,10/06/2019,Business System Supplier Information,FOI
FOI 12973,10/06/2019,Adult Social Care,FOI
FOI 12952,07/06/2019,Care homes,FOI
FOI 12934,07/06/2019,LA maintained schools,FOI
EIR 12820,07/06/2019,Usage of Bailiffs and Parking Enforcement Services,EIR
FOI 12804,06/06/2019,Independent foster care services,FOI
FOI 12865,06/06/2019,Bus service provision,FOI
EIR 12937,06/06/2019,Parking tickets,EIR
EIR 12938,06/06/2019,Penalty charge notices,EIR
FOI 12939,06/06/2019,Youth services expenditure,FOI
FOI 12940,06/06/2019,Vision impairment education services,FOI
FOI 12930,06/06/2019,Fire doors,FOI
FOI 12948,06/06/2019,Stab Resistant Vests,FOI
FOI 13047,06/06/2019,Funerals,FOI
EIR 12737,06/06/2019,Parking Charge Notices.,EIR
FOI 13019,05/06/2019,Billing authority,FOI
FOI 12931,05/06/2019,Period poverty provision,FOI
FOI 12932,04/06/2019,Business rates,FOI
FOI 12933,04/06/2019,Disabled Facilities Grants,FOI
FOI 12926,04/06/2019,Habilitation,FOI
EIR 12921,04/06/2019,Roads,EIR
FOI 12918,04/06/2019,Business rates,FOI
FOI 13037,04/06/2019,Temporary accomodation,FOI
FOI 13005,03/06/2019,Brexit,FOI
FOI 12915,03/06/2019,SEN school placements,FOI
FOI 12916,03/06/2019,Business rates,FOI
FOI 12922,03/06/2019,Nurseries,FOI
FOI 12923,03/06/2019,Neuro-rehabilitation placements,FOI
FOI 12924,03/06/2019,OT assessment waiting list figures,FOI
FOI 12925,03/06/2019,Looked after children,FOI
FOI 12917,31/05/2019,Childrens social workers,FOI
FOI 12909,31/05/2019,Children's social services,FOI
FOI 12910,31/05/2019,FOI disclosure log,FOI
FOI 12911,31/05/2019,"Exotic, Dangerous or Wild Animals Licenses",FOI
FOI 12912,31/05/2019,Council staff,FOI
FOI 12913,31/05/2019,Business rates,FOI
EIR 12914,31/05/2019,ANPR cameras,EIR
FOI 12927,31/05/2019,PR spending,FOI
FOI 12929,31/05/2019,PR spending,FOI
FOI 12942,31/05/2019,Business rates,FOI
FOI 12949,31/05/2019,Paddling pools and drinking fountains,FOI
FOI 12950,31/05/2019,Contracts,FOI
FOI 12954,31/05/2019,Asylum seekers,FOI
FOI 12832,31/05/2019,Youth services budget.,FOI
FOI 12837,31/05/2019,Bailiff use.,FOI
EIR 12812,31/05/2019,Gas applicances,EIR
FOI 12806,30/05/2019,Looked after children: numbers and placements,FOI
FOI 12866,30/05/2019,Autism,FOI
FOI 12900,30/05/2019,PR budgets,FOI
FOI 12901,30/05/2019,Bereavement services,FOI
FOI 12904,30/05/2019,Business rates,FOI
FOI 12905,30/05/2019,Business rates,FOI
FOI 12953,30/05/2019,Grants,FOI
EIR 12908,30/05/2019,"Highway Defects - Ascot Drive, Derby",EIR
FOI 12899,29/05/2019,Violence at work,FOI
FOI 13001,29/05/2019,Homeless reconnections,FOI
FOI 12888,29/05/2019,Market Rate Supplement for IT.,FOI
FOI 12889,29/05/2019,Non-residential property business rates.,FOI
FOI 12892,29/05/2019,Business rates credits and Small business rates relief.,FOI
FOI 12893,29/05/2019,Organisation Of Council Tax.,FOI
EIR 12895,29/05/2019,Trees,EIR
EIR 12896,29/05/2019,Planning,EIR
EIR 12711,29/05/2019,Wheelie Bin Fines,EIR
FOI 12906,28/05/2019,Procurement framework contracts,FOI
FOI 12884,28/05/2019,Employment related disputes made against Derby City Council.,FOI
FOI 12885,28/05/2019,Office hydration and single use plastic schemes,FOI
EIR 12838,28/05/2019,Noise complaints about construction sites,EIR
EIR 12798,24/05/2019,"Playgrounds closures, sell offs and playground budgets",EIR
EIR 12778,24/05/2019,2018 Parking Tickets Information.,EIR
FOI 12766,24/05/2019,Event Licences.,FOI
